victims,state,verb,report_date,year
1,AS,arrested,8/10/2000,2000
3,JK,injured,8/11/2000,2000
1,JK,killing,8/11/2000,2000
1,JK,injuring,8/11/2000,2000
1,JK,killed,8/11/2000,2000
1,JK,killed,8/11/2000,2000
5,JK,arrested,8/11/2000,2000
4,TR,killed,8/11/2000,2000
1,NA,surrendered,8/11/2000,2000
5,JK,killed,8/12/2000,2000
1,JK,killed,8/12/2000,2000
4,JK,injured,8/12/2000,2000
1,JK,killed,8/12/2000,2000
1,JK,injured,8/12/2000,2000
10,NA,killed,8/14/2000,2000
4,NA,killed,8/14/2000,2000
37,NA,injured,8/14/2000,2000
1,NA,killed,8/14/2000,2000
1,NA,injured,8/14/2000,2000
4,NA,injured,8/14/2000,2000
1,NA,injured,8/14/2000,2000
2,NA,killed,8/14/2000,2000
3,NA,killed,8/14/2000,2000
2,NA,killed,8/14/2000,2000
1,NA,arrested,8/14/2000,2000
1,AS,killed,8/14/2000,2000
4,AS,killed,8/14/2000,2000
2,JK,killed,8/16/2000,2000
1,JK,killed,8/16/2000,2000
1,JK,killed,8/16/2000,2000
1,JK,killed,8/16/2000,2000
3,JK,killed,8/16/2000,2000
14,JK,injured,8/16/2000,2000
2,JK,injured,8/16/2000,2000
12,AS,surrendered,8/16/2000,2000
1,AS,arrested,8/16/2000,2000
4,TR,killed,8/16/2000,2000
2,JK,killed,8/17/2000,2000
2,JK,killed,8/17/2000,2000
27,JK,injured,8/17/2000,2000
1,AS,killed,8/17/2000,2000
1,AS,killed,8/17/2000,2000
2,JK,killed,8/18/2000,2000
2,JK,injured,8/18/2000,2000
2,NA,arrested,8/18/2000,2000
2,AP,arrested,8/18/2000,2000
7,AS,surrendered,8/18/2000,2000
2,NA,killed,8/19/2000,2000
6,JK,killed,8/21/2000,2000
3,JK,killed,8/21/2000,2000
2,AS,killed,8/21/2000,2000
4,NA,killed,8/22/2000,2000
2,NA,injured,8/22/2000,2000
3,NA,killing,8/22/2000,2000
12,NA,injuring,8/22/2000,2000
5,NA,killed,8/22/2000,2000
3,NA,killed,8/22/2000,2000
1,NA,injured,8/22/2000,2000
1,NA,injured,8/22/2000,2000
1,NA,injured,8/22/2000,2000
1,NA,killed,8/22/2000,2000
1,NA,killed,8/22/2000,2000
2,NA,killed,8/22/2000,2000
1,AS,killed,8/22/2000,2000
5,AS,killed,8/22/2000,2000
1,AS,killed,8/22/2000,2000
1,AS,killed,8/22/2000,2000
2,AP,killed,8/22/2000,2000
3,JK,killed,8/23/2000,2000
2,JK,killed,8/23/2000,2000
2,JK,injured,8/23/2000,2000
1,JK,injured,8/23/2000,2000
1,JK,killed,8/23/2000,2000
1,JK,injured,8/23/2000,2000
1,JK,killed,8/23/2000,2000
1,JK,surrendered,8/23/2000,2000
1,AS,arrested,8/23/2000,2000
2,JK,killed,8/24/2000,2000
2,JK,killed,8/24/2000,2000
6,JK,arrested,8/24/2000,2000
2,AS,killed,8/24/2000,2000
1,AS,killed,8/24/2000,2000
1,AS,injured,8/24/2000,2000
7,JK,killed,8/25/2000,2000
2,JK,killed,8/25/2000,2000
1,NA,killed,8/25/2000,2000
1,NA,injured,8/25/2000,2000
3,JK,killed,8/26/2000,2000
1,JK,killed,8/26/2000,2000
1,JK,killed,8/26/2000,2000
1,JK,injured,8/26/2000,2000
2,JK,arrested,8/26/2000,2000
1,JK,surrendered,8/26/2000,2000
5,AS,killed,8/26/2000,2000
5,AS,killed,8/26/2000,2000
5,AS,arrested,8/26/2000,2000
4,AP,killed,8/26/2000,2000
6,MN,arrested,8/26/2000,2000
6,MN,arrested,8/26/2000,2000
6,MN,arrested,8/26/2000,2000
3,JK,killed,8/28/2000,2000
6,JK,killed,8/28/2000,2000
3,JK,killed,8/28/2000,2000
3,JK,injured,8/28/2000,2000
1,JK,killed,8/28/2000,2000
2,TR,killed,8/28/2000,2000
3,TR,killed,8/28/2000,2000
2,TR,wounded,8/28/2000,2000
2,JK,killed,8/29/2000,2000
1,JK,killed,8/29/2000,2000
1,JK,killed,8/29/2000,2000
2,JK,killed,8/29/2000,2000
3,JK,arrested,8/29/2000,2000
2,JK,arrested,8/29/2000,2000
1,JK,killed,8/29/2000,2000
1,AS,killed,8/29/2000,2000
1,AS,arrested,8/29/2000,2000
1,AS,arrested,8/29/2000,2000
3,JK,killed,8/30/2000,2000
3,JK,killed,8/30/2000,2000
5,CT|MP,arrested,8/30/2000,2000
2,JK,killed,8/31/2000,2000
1,JK,injured,8/31/2000,2000
4,AS,arrested,8/31/2000,2000
2,MN,injured,8/31/2000,2000
1,JK,killed,9/1/2000,2000
3,JK,injured,9/1/2000,2000
3,JK,injured,9/1/2000,2000
1,MN,injured,9/1/2000,2000
2,NA,killed,9/2/2000,2000
2,NA,killed,9/2/2000,2000
1,NA,killed,9/2/2000,2000
1,NA,injured,9/2/2000,2000
3,NA,arrested,9/2/2000,2000
3,JK,killed,9/4/2000,2000
1,JK,killed,9/4/2000,2000
3,JK,killed,9/4/2000,2000
1,JK,killed,9/4/2000,2000
4,JK,killed,9/4/2000,2000
1,JK,killed,9/4/2000,2000
1,JK,arrested,9/4/2000,2000
2,JK,injured,9/4/2000,2000
1,AP,killed,9/4/2000,2000
1,AP,killed,9/4/2000,2000
1,AP,killed,9/4/2000,2000
1,AP,killed,9/4/2000,2000
1,NA,killed,9/5/2000,2000
4,NA,killed,9/5/2000,2000
1,NA,killed,9/5/2000,2000
5,NA,injured,9/5/2000,2000
1,NA,killed,9/5/2000,2000
1,NA,killed,9/5/2000,2000
1,NA,arrested,9/5/2000,2000
1,TR,killed,9/5/2000,2000
13,AP,arrested,9/5/2000,2000
4,JK,killed,9/7/2000,2000
1,JK,arrested,9/7/2000,2000
1,JK,killed,9/7/2000,2000
5,JK,killed,9/7/2000,2000
1,JK,killed,9/7/2000,2000
1,JK,killed,9/7/2000,2000
1,AP,killed,9/7/2000,2000
1,NA,killed,9/7/2000,2000
1,JK,killed,9/8/2000,2000
1,JK,arrested,9/8/2000,2000
1,AS,killed,9/8/2000,2000
1,AS,killed,9/8/2000,2000
1,NA,killed,9/8/2000,2000
2,TR,arrested,9/8/2000,2000
1,AP,killed,9/9/2000,2000
6,BR|JH,killed,9/11/2000,2000
3,JK,killed,9/11/2000,2000
2,JK,killed,9/11/2000,2000
1,JK,killed,9/11/2000,2000
2,JK,killed,9/11/2000,2000
1,JK,injured,9/11/2000,2000
1,JK,killed,9/11/2000,2000
1,JK,killed,9/11/2000,2000
1,JK,killed,9/11/2000,2000
1,JK,killed,9/11/2000,2000
1,JK,killed,9/11/2000,2000
1,AS,killed,9/11/2000,2000
7,AS,killed,9/11/2000,2000
1,AS,killed,9/11/2000,2000
2,MZ,killed,9/11/2000,2000
1,MN,killed,9/11/2000,2000
2,MN,injured,9/11/2000,2000
1,NA,arrested,9/11/2000,2000
1,NA,arrested,9/11/2000,2000
15,NA,killed,9/11/2000,2000
30,NA,injured,9/11/2000,2000
4,JK,killed,9/12/2000,2000
2,JK,killed,9/12/2000,2000
2,JK,killed,9/12/2000,2000
2,JK,arrested,9/12/2000,2000
3,JK,killed,9/12/2000,2000
2,JK,killed,9/12/2000,2000
1,AS,killed,9/12/2000,2000
1,NA,killed,9/13/2000,2000
1,NA,killed,9/13/2000,2000
1,NA,killed,9/13/2000,2000
1,NA,killed,9/13/2000,2000
1,NA,surrendered,9/13/2000,2000
1,NA,injured,9/13/2000,2000
1,NA,killed,9/13/2000,2000
2,NA,surrendered,9/13/2000,2000
2,JK,killed,9/14/2000,2000
1,JK,killed,9/14/2000,2000
1,JK,injured,9/14/2000,2000
1,JK,arrested,9/14/2000,2000
1,JK,killed,9/14/2000,2000
1,JK,killed,9/14/2000,2000
1,JK,killed,9/14/2000,2000
4,AS,injured,9/14/2000,2000
1,AS,killed,9/14/2000,2000
9,BR|JH,killed,9/14/2000,2000
1,BR|JH,killed,9/14/2000,2000
4,NA,killed,9/15/2000,2000
2,NA,killed,9/15/2000,2000
1,NA,killed,9/15/2000,2000
1,AP,killed,9/15/2000,2000
7,NA,injured,9/18/2000,2000
1,NA,injured,9/18/2000,2000
3,NA,injured,9/18/2000,2000
1,NA,injured,9/18/2000,2000
8,NA,injured,9/18/2000,2000
1,NA,killed,9/18/2000,2000
1,NA,arrested,9/18/2000,2000
10,NA,killed,9/18/2000,2000
4,NA,killed,9/18/2000,2000
1,NA,killed,9/18/2000,2000
1,NA,killed,9/18/2000,2000
1,NA,killed,9/18/2000,2000
5,NA,injured,9/18/2000,2000
1,TR,killed,9/18/2000,2000
2,TR,killed,9/18/2000,2000
1,TR,killed,9/18/2000,2000
1,NA,killed,9/18/2000,2000
2,NA,killed,9/18/2000,2000
15,JK,killed,9/19/2000,2000
12,JK,killed,9/19/2000,2000
2,JK,killed,9/19/2000,2000
3,JK,injured,9/19/2000,2000
7,JK,injured,9/19/2000,2000
1,JK,killed,9/19/2000,2000
1,JK,killed,9/19/2000,2000
3,AP,arrested,9/19/2000,2000
2,JK,killed,9/20/2000,2000
1,JK,killed,9/20/2000,2000
1,JK,injured,9/20/2000,2000
4,JK,injured,9/20/2000,2000
3,JK,killed,9/20/2000,2000
2,JK,killed,9/20/2000,2000
1,JK,injured,9/20/2000,2000
3,AP,surrendered,9/20/2000,2000
12,AP,arrested,9/20/2000,2000
1,AS,killed,9/21/2000,2000
1,JK,killed,9/22/2000,2000
1,JK,killed,9/22/2000,2000
6,JK,injured,9/22/2000,2000
2,JK,arrested,9/22/2000,2000
1,AP,killed,9/22/2000,2000
1,TR,killed,9/22/2000,2000
1,TR,killed,9/22/2000,2000
1,TR,arrested,9/22/2000,2000
9,JK,killed,9/23/2000,2000
5,JK,killed,9/23/2000,2000
1,JK,arrested,9/23/2000,2000
1,JK,killed,9/23/2000,2000
2,BR|JH,killed,9/23/2000,2000
1,JK,killed,9/25/2000,2000
2,JK,injured,9/25/2000,2000
1,JK,killed,9/25/2000,2000
1,JK,arrested,9/25/2000,2000
1,JK,arrested,9/25/2000,2000
3,JK,killed,9/25/2000,2000
6,JK,killed,9/25/2000,2000
6,JK,injured,9/25/2000,2000
3,JK,killed,9/25/2000,2000
1,JK,injured,9/25/2000,2000
1,JK,killed,9/25/2000,2000
2,JK,killed,9/25/2000,2000
1,JK,killed,9/25/2000,2000
5,AP,killed,9/25/2000,2000
2,TR,killed,9/25/2000,2000
5,NA,killed,9/26/2000,2000
4,NA,killed,9/26/2000,2000
2,NA,killed,9/26/2000,2000
3,NA,killed,9/26/2000,2000
1,NA,killed,9/26/2000,2000
8,NA,arrested,9/26/2000,2000
1,NA,killed,9/26/2000,2000
1,NA,injured,9/26/2000,2000
1,AS,killed,9/26/2000,2000
2,AS,killed,9/26/2000,2000
5,JK,killed,9/27/2000,2000
2,JK,killed,9/27/2000,2000
2,JK,killed,9/27/2000,2000
1,JK,killed,9/27/2000,2000
1,JK,killed,9/27/2000,2000
1,JK,killed,9/27/2000,2000
1,NA,killed,9/28/2000,2000
5,NA,killed,9/28/2000,2000
2,NA,killed,9/28/2000,2000
1,NA,killed,9/28/2000,2000
1,NA,injured,9/28/2000,2000
2,NA,killed,9/28/2000,2000
1,NA,killed,9/28/2000,2000
9,NA,killed,9/29/2000,2000
3,NA,killed,9/29/2000,2000
1,NA,killed,9/29/2000,2000
1,NA,killed,9/29/2000,2000
7,NA,arrested,9/29/2000,2000
2,AS,killed,9/29/2000,2000
2,NA,killed,9/30/2000,2000
2,NA,injured,9/30/2000,2000
1,NA,killed,9/30/2000,2000
1,NA,killed,9/30/2000,2000
2,NA,killed,9/30/2000,2000
4,NA,surrendered,9/30/2000,2000
4,JK,killed,10/3/2000,2000
3,JK,killed,10/3/2000,2000
2,JK,killed,10/3/2000,2000
1,JK,killed,10/3/2000,2000
1,JK,killed,10/3/2000,2000
2,JK,injured,10/3/2000,2000
1,JK,killed,10/3/2000,2000
1,JK,killed,10/3/2000,2000
1,JK,arrested,10/3/2000,2000
1,NA,killed,10/3/2000,2000
1,JK,surrendered,10/4/2000,2000
1,JK,killed,10/4/2000,2000
2,JK,killed,10/4/2000,2000
1,AS,killed,10/4/2000,2000
4,NA,killed,10/6/2000,2000
7,TR,arrested,10/6/2000,2000
6,JK,killed,10/7/2000,2000
1,JK,killed,10/7/2000,2000
2,JK,arrested,10/7/2000,2000
2,JK,killed,10/8/2000,2000
1,JK,killed,10/8/2000,2000
1,JK,injured,10/8/2000,2000
1,JK,killed,10/8/2000,2000
1,JK,injured,10/8/2000,2000
1,JK,killed,10/8/2000,2000
1,JK,injured,10/8/2000,2000
2,AS,killed,10/8/2000,2000
1,AS,arrested,10/8/2000,2000
2,BR|JH,killed,10/9/2000,2000
1,JK,killed,10/9/2000,2000
1,JK,killed,10/9/2000,2000
3,JK,arrested,10/9/2000,2000
1,JK,killed,10/9/2000,2000
3,NA,killed,10/10/2000,2000
4,NA,injured,10/10/2000,2000
2,NA,killed,10/10/2000,2000
1,AP,killed,10/10/2000,2000
1,AP,killing,10/10/2000,2000
3,NA,killed,10/11/2000,2000
1,NA,injured,10/11/2000,2000
1,NA,killed,10/11/2000,2000
6,NA,arrested,10/11/2000,2000
1,NA,killed,10/11/2000,2000
3,NA,killed,10/11/2000,2000
1,NA,killed,10/11/2000,2000
1,NA,killed,10/11/2000,2000
1,NA,killed,10/11/2000,2000
1,NA,killed,10/12/2000,2000
2,NA,killed,10/12/2000,2000
1,NA,killed,10/12/2000,2000
1,NA,killed,10/12/2000,2000
1,NA,arrested,10/12/2000,2000
13,NA,injured,10/12/2000,2000
2,NA,killed,10/12/2000,2000
1,NA,killed,10/12/2000,2000
1,NA,killed,10/12/2000,2000
2,NA,arrested,10/12/2000,2000
2,NA,arrested,10/12/2000,2000
6,JK,killed,10/13/2000,2000
3,JK,killed,10/13/2000,2000
2,JK,killed,10/13/2000,2000
2,JK,arrested,10/13/2000,2000
7,JK,surrendered,10/13/2000,2000
2,BR|JH,killed,10/13/2000,2000
1,JK,arrested,10/14/2000,2000
1,JK,injured,10/14/2000,2000
3,JK,killed,10/15/2000,2000
1,TR,killed,10/15/2000,2000
1,TR,arrested,10/15/2000,2000
7,JK,killed,10/16/2000,2000
10,JK,killed,10/16/2000,2000
2,JK,killed,10/16/2000,2000
1,JK,killed,10/16/2000,2000
1,JK,killed,10/16/2000,2000
3,JK,killed,10/16/2000,2000
2,TR,killed,10/16/2000,2000
11,JK,killed,10/17/2000,2000
11,JK,killed,10/17/2000,2000
4,JK,injured,10/17/2000,2000
6,JK,killed,10/17/2000,2000
1,JK,killed,10/17/2000,2000
2,JK,killed,10/17/2000,2000
2,JK,killed,10/17/2000,2000
1,JK,killed,10/17/2000,2000
1,JK,killed,10/17/2000,2000
2,JK,injured,10/17/2000,2000
1,AP,killed,10/17/2000,2000
1,MN,injured,10/17/2000,2000
3,NA,killed,10/18/2000,2000
3,JK,killed,10/19/2000,2000
8,JK,killed,10/19/2000,2000
2,JK,killed,10/19/2000,2000
12,JK,surrendered,10/19/2000,2000
3,AP,killed,10/19/2000,2000
2,AP,arrested,10/19/2000,2000
1,TR,killed,10/19/2000,2000
1,TR,arrested,10/19/2000,2000
1,AS,killed,10/19/2000,2000
2,TR,killed,10/20/2000,2000
1,TR,killed,10/20/2000,2000
3,TR,arrested,10/20/2000,2000
3,AS,killed,10/21/2000,2000
4,AS,injured,10/21/2000,2000
2,JK,killed,10/21/2000,2000
1,JK,killed,10/21/2000,2000
3,JK,killed,10/21/2000,2000
3,NA,killed,10/22/2000,2000
1,NA,killed,10/22/2000,2000
1,NA,injured,10/22/2000,2000
1,NA,killed,10/22/2000,2000
1,NA,killed,10/22/2000,2000
1,NA,killed,10/22/2000,2000
2,TR,killed,10/22/2000,2000
1,TR,surrendered,10/22/2000,2000
1,TR,killed,10/22/2000,2000
3,NA,killed,10/23/2000,2000
1,NA,killed,10/23/2000,2000
1,NA,killed,10/23/2000,2000
4,NA,killed,10/23/2000,2000
1,NA,killed,10/23/2000,2000
1,NA,killed,10/23/2000,2000
15,NA,killed,10/24/2000,2000
7,NA,injured,10/24/2000,2000
15,NA,killed,10/24/2000,2000
15,NA,killed,10/24/2000,2000
4,BR|JH,killed,10/24/2000,2000
2,NA,killed,10/24/2000,2000
1,NA,killed,10/24/2000,2000
1,NA,killed,10/24/2000,2000
1,NA,killed,10/24/2000,2000
1,JK,killed,10/25/2000,2000
1,JK,killed,10/25/2000,2000
1,JK,arrested,10/25/2000,2000
2,JK,killed,10/25/2000,2000
1,JK,killed,10/25/2000,2000
2,JK,injured,10/25/2000,2000
1,NA,arrested,10/25/2000,2000
2,NA,killed,10/26/2000,2000
1,NA,injured,10/26/2000,2000
3,NA,surrendered,10/26/2000,2000
1,TR,killed,10/26/2000,2000
7,TR,injured,10/26/2000,2000
68,NA,surrendered,10/26/2000,2000
5,NA,killed,10/27/2000,2000
9,AS,killed,10/28/2000,2000
12,AS,injured,10/28/2000,2000
3,AS,killed,10/28/2000,2000
5,TR,killed,10/28/2000,2000
4,TR,injured,10/28/2000,2000
1,TR,killed,10/28/2000,2000
3,TR,injured,10/28/2000,2000
1,NA,killed,10/28/2000,2000
2,NA,killed,10/28/2000,2000
2,NA,injured,10/28/2000,2000
2,NA,injured,10/28/2000,2000
6,NA,killed,10/28/2000,2000
2,NA,injured,10/28/2000,2000
8,NA,killed,10/29/2000,2000
12,NA,injured,10/29/2000,2000
2,NA,killed,10/29/2000,2000
2,NA,killed,10/29/2000,2000
3,NA,injured,10/29/2000,2000
2,NA,killed,10/29/2000,2000
1,NA,killed,10/29/2000,2000
3,NA,arrested,10/29/2000,2000
1,AP,killed,10/29/2000,2000
4,BR|JH,killed,10/30/2000,2000
2,BR|JH,injured,10/30/2000,2000
2,MH,killed,10/30/2000,2000
6,BR|JH,killed,10/31/2000,2000
4,BR|JH,killed,10/31/2000,2000
1,NA,killed,10/31/2000,2000
3,NA,killed,10/31/2000,2000
1,NA,killed,10/31/2000,2000
3,JK,injured,11/1/2000,2000
1,JK,killed,11/1/2000,2000
3,JK,killed,11/1/2000,2000
2,NA,killed,11/1/2000,2000
1,TR,killed,11/1/2000,2000
3,JK,killed,11/2/2000,2000
3,JK,killed,11/2/2000,2000
1,JK,killed,11/2/2000,2000
2,JK,killed,11/2/2000,2000
2,JK,killed,11/2/2000,2000
2,JK,killed,11/2/2000,2000
1,JK,killed,11/2/2000,2000
1,JK,injured,11/2/2000,2000
7,JK,injured,11/2/2000,2000
7,AP,killed,11/2/2000,2000
2,AP,killed,11/2/2000,2000
1,AS,killed,11/2/2000,2000
2,NA,killed,11/3/2000,2000
2,NA,arrested,11/3/2000,2000
1,NA,killed,11/3/2000,2000
6,NA,killed,11/4/2000,2000
7,NA,killed,11/4/2000,2000
1,NA,killed,11/4/2000,2000
27,NA,injured,11/4/2000,2000
1,NA,killed,11/4/2000,2000
1,NA,killed,11/4/2000,2000
17,NA,injured,11/4/2000,2000
1,NA,killed,11/4/2000,2000
2,TR,arrested,11/4/2000,2000
2,TR,arrested,11/4/2000,2000
2,TR,arrested,11/4/2000,2000
44,NA,killed,11/5/2000,2000
45,NA,injured,11/5/2000,2000
4,NA,killed,11/5/2000,2000
4,NA,killed,11/5/2000,2000
5,NA,injured,11/5/2000,2000
6,NA,killed,11/5/2000,2000
13,NA,killed,11/5/2000,2000
1,NA,killed,11/5/2000,2000
2,NA,killed,11/5/2000,2000
2,NA,killed,11/5/2000,2000
4,NA,killed,11/5/2000,2000
6,NA,killed,11/5/2000,2000
1,NA,killed,11/6/2000,2000
1,NA,injured,11/6/2000,2000
4,NA,killed,11/6/2000,2000
6,NA,injured,11/6/2000,2000
2,NA,killed,11/6/2000,2000
2,NA,killed,11/6/2000,2000
1,NA,killed,11/6/2000,2000
1,AP,killed,11/6/2000,2000
6,JK,killed,11/8/2000,2000
2,JK,killed,11/8/2000,2000
1,JK,killed,11/8/2000,2000
2,JK,injured,11/8/2000,2000
4,JK,killed,11/8/2000,2000
1,JK,killed,11/8/2000,2000
3,JK,arrested,11/8/2000,2000
1,NL,killed,11/8/2000,2000
3,NA,arrested,11/8/2000,2000
4,JK,killed,11/9/2000,2000
3,JK,killed,11/9/2000,2000
4,JK,killed,11/9/2000,2000
1,JK,injuring,11/9/2000,2000
6,JK,killed,11/9/2000,2000
1,JK,killed,11/9/2000,2000
4,JK,injured,11/9/2000,2000
8,AS,killed,11/9/2000,2000
5,AS,injured,11/9/2000,2000
4,TR,arrested,11/9/2000,2000
1,NA,killed,11/10/2000,2000
1,NA,killed,11/10/2000,2000
4,NA,killed,11/10/2000,2000
1,NA,killed,11/10/2000,2000
1,NA,killed,11/10/2000,2000
3,NA,killed,11/10/2000,2000
1,NA,arrested,11/10/2000,2000
1,AS,arrested,11/10/2000,2000
6,JK,killed,11/11/2000,2000
2,JK,killed,11/11/2000,2000
1,JK,arrested,11/11/2000,2000
1,JK,injured,11/11/2000,2000
1,JK,injured,11/11/2000,2000
1,JK,killed,11/11/2000,2000
2,JK,injured,11/11/2000,2000
2,JK,killed,11/11/2000,2000
1,JK,killed,11/11/2000,2000
3,NA,killing,11/12/2000,2000
3,NA,injuring,11/12/2000,2000
1,TR,killed,11/12/2000,2000
1,TR,killed,11/12/2000,2000
1,BR|JH,killed,11/12/2000,2000
0,NA,surrendered,11/12/2000,2000
2,NA,killed,11/13/2000,2000
1,NA,arrested,11/13/2000,2000
1,NA,arrested,11/13/2000,2000
2,AS,killed,11/13/2000,2000
4,TR,injured,11/13/2000,2000
1,NA,surrendered,11/14/2000,2000
1,NA,killed,11/14/2000,2000
1,NA,injured,11/14/2000,2000
2,NA,killed,11/14/2000,2000
1,NA,killed,11/14/2000,2000
1,NA,killed,11/14/2000,2000
1,NA,killed,11/14/2000,2000
1,NA,killed,11/14/2000,2000
1,NA,killed,11/14/2000,2000
1,NA,killed,11/14/2000,2000
1,NA,killed,11/14/2000,2000
1,NA,killed,11/14/2000,2000
1,NA,injured,11/14/2000,2000
2,NA,arrested,11/14/2000,2000
1,NA,killed,11/14/2000,2000
3,JK,killed,11/15/2000,2000
1,JK,killed,11/15/2000,2000
3,JK,killed,11/15/2000,2000
3,JK,killed,11/15/2000,2000
2,JK,arrested,11/15/2000,2000
2,JK,injured,11/15/2000,2000
1,AS,killed,11/15/2000,2000
3,WB,killed,11/15/2000,2000
6,JK,killed,11/16/2000,2000
4,JK,killed,11/16/2000,2000
1,JK,killed,11/16/2000,2000
10,JK,injured,11/16/2000,2000
1,JK,killed,11/16/2000,2000
1,JK,killed,11/16/2000,2000
1,JK,killed,11/16/2000,2000
1,JK,injured,11/16/2000,2000
3,TR,killed,11/16/2000,2000
7,TR,injured,11/16/2000,2000
1,TR,killed,11/16/2000,2000
1,AS,killed,11/17/2000,2000
1,NA,killed,11/17/2000,2000
2,MN,surrendered,11/17/2000,2000
2,NA,killed,11/18/2000,2000
1,NA,killed,11/18/2000,2000
10,AS,killed,11/18/2000,2000
15,AS,killed,11/18/2000,2000
8,AS,killed,11/18/2000,2000
2,AS,killed,11/18/2000,2000
2,AP,killed,11/18/2000,2000
1,NA,injured,11/19/2000,2000
1,NA,killed,11/19/2000,2000
2,NA,killed,11/19/2000,2000
1,NA,injured,11/19/2000,2000
1,NA,arrested,11/19/2000,2000
2,MN,killed,11/19/2000,2000
1,NA,killed,11/20/2000,2000
14,TR,killed,11/20/2000,2000
0,TR,injured,11/20/2000,2000
2,JK,killed,11/21/2000,2000
1,JK,killed,11/21/2000,2000
1,JK,killed,11/21/2000,2000
2,JK,injured,11/21/2000,2000
1,TR,arrested,11/21/2000,2000
10,TR,surrendered,11/21/2000,2000
1,TR,arrested,11/21/2000,2000
8,AP,surrendered,11/21/2000,2000
0,NA,killed,11/22/2000,2000
1,NA,killed,11/22/2000,2000
1,NA,injured,11/22/2000,2000
1,NA,killed,11/22/2000,2000
1,NA,injured,11/22/2000,2000
1,NA,killed,11/22/2000,2000
1,NA,arrested,11/22/2000,2000
1,NA,arrested,11/22/2000,2000
1,NA,killed,11/22/2000,2000
1,JK,arrested,11/22/2000,2000
1,NA,killed,11/23/2000,2000
1,NA,killed,11/23/2000,2000
1,NA,killed,11/23/2000,2000
1,NA,killed,11/23/2000,2000
5,NA,killed,11/23/2000,2000
2,JK,killed,11/24/2000,2000
1,JK,killed,11/24/2000,2000
2,JK,killed,11/24/2000,2000
3,JK,arrested,11/24/2000,2000
3,AS,killed,11/24/2000,2000
0,MH,killing,11/25/2000,2000
4,MH,arrested,11/25/2000,2000
2,NA,arrested,11/25/2000,2000
4,AP,arrested,11/25/2000,2000
8,AS,killed,11/26/2000,2000
6,JK,killed,11/26/2000,2000
3,JK,killed,11/26/2000,2000
2,AP,killed,11/26/2000,2000
4,JK,killed,11/27/2000,2000
2,JK,killed,11/27/2000,2000
1,JK,killed,11/27/2000,2000
4,NA,killed,11/27/2000,2000
1,NA,injured,11/27/2000,2000
1,NA,killed,11/27/2000,2000
1,AP,killed,11/27/2000,2000
2,NA,killed,11/28/2000,2000
1,NA,killed,11/28/2000,2000
4,BR|JH,killed,11/28/2000,2000
1,BR|JH,killed,11/28/2000,2000
4,NA,arrested,11/28/2000,2000
4,NA,surrendered,11/28/2000,2000
5,TR,arrested,11/28/2000,2000
5,JK,killed,11/29/2000,2000
10,JK,injured,11/29/2000,2000
5,JK,killed,11/29/2000,2000
3,AS,killed,11/29/2000,2000
2,AP,arrested,11/29/2000,2000
5,JH,killed,11/30/2000,2000
1,JK,killed,11/30/2000,2000
1,JK,killed,11/30/2000,2000
3,TR,arrested,11/30/2000,2000
1,TR,arrested,11/30/2000,2000
16,AS,killed,12/1/2000,2000
1,AS,killed,12/1/2000,2000
1,AS,injured,12/1/2000,2000
1,NA,killed,12/1/2000,2000
1,NA,injured,12/1/2000,2000
2,NA,killed,12/2/2000,2000
11,NA,injured,12/2/2000,2000
1,NA,killed,12/2/2000,2000
1,NA,injured,12/2/2000,2000
2,NA,arrested,12/2/2000,2000
3,MH,arrested,12/2/2000,2000
1,AS,killed,12/2/2000,2000
1,TR,killed,12/2/2000,2000
4,JK,killed,12/3/2000,2000
2,JK,wounded,12/3/2000,2000
1,JK,arrested,12/3/2000,2000
1,NA,killed,12/3/2000,2000
16,AS,killed,12/3/2000,2000
2,NA,killed,12/5/2000,2000
2,NA,injured,12/5/2000,2000
1,NA,killed,12/5/2000,2000
2,NA,injured,12/5/2000,2000
1,NA,injured,12/5/2000,2000
1,MN,killed,12/5/2000,2000
1,MN,killed,12/5/2000,2000
1,MN,killed,12/5/2000,2000
1,NA,killed,12/6/2000,2000
5,NA,injured,12/6/2000,2000
8,NA,killed,12/6/2000,2000
3,NA,injured,12/6/2000,2000
2,NA,killed,12/6/2000,2000
1,NA,injured,12/6/2000,2000
1,JK,arrested,12/6/2000,2000
12,NA,killed,12/7/2000,2000
2,NA,killed,12/7/2000,2000
1,NA,killed,12/7/2000,2000
2,NA,injured,12/7/2000,2000
1,NA,killed,12/7/2000,2000
1,NA,injured,12/7/2000,2000
1,AS,killed,12/8/2000,2000
3,AS,killed,12/8/2000,2000
1,JK,killed,12/8/2000,2000
45,JK,injured,12/9/2000,2000
2,AS,injured,12/9/2000,2000
1,AS,killed,12/9/2000,2000
1,NA,killed,12/10/2000,2000
1,NA,killed,12/10/2000,2000
1,NA,killed,12/10/2000,2000
1,BR|JH,killed,12/10/2000,2000
2,NA,arrested,12/10/2000,2000
4,NA,injured,12/11/2000,2000
1,NA,killed,12/11/2000,2000
1,NA,killed,12/11/2000,2000
6,JK,killed,12/12/2000,2000
1,JK,killed,12/12/2000,2000
16,JK,injured,12/12/2000,2000
2,JK,arrested,12/12/2000,2000
1,JK,killed,12/12/2000,2000
2,NA,killed,12/12/2000,2000
1,JK,killed,12/13/2000,2000
3,NA,arrested,12/13/2000,2000
